id,region,dialect_text,source_text,target_text
0126,Chittagong,"তোঁরে কাশে আঁই আঁরে ধরি লওনের বাকি,","translate Chittagong to Bangla: তোঁরে কাশে আঁই আঁরে ধরি লওনের বাকি,",তোমাকে কাছে এসে জড়িয়ে ধরা বাকি
2287,Pabna,সে তাক ম্যালা বিরক্ত হরে,translate Pabna to Bangla: সে তাক ম্যালা বিরক্ত হরে,সে তাকে অনেক বিরক্ত করে
1935,Jashore,প্রথমে তুমাকে একটি বইয়ের দোকানে যাতি হবে,translate Jashore to Bangla: প্রথমে তুমাকে একটি বইয়ের দোকানে যাতি হবে,প্রথমে তোমাকে একটি বইয়ের দোকানে যেতে হবে
0968,Mymensingh,আমার পায়ে বেদনা করতাছে,translate Mymensingh to Bangla: আমার পায়ে বেদনা করতাছে,আমার পা ব্যাথা করছে
1142,Barishal,মজা হরে অন্য ছেলের কথা বলে হেরে চেতাইছি একছের,translate Barishal to Bangla: মজা হরে অন্য ছেলের কথা বলে হেরে চেতাইছি একছের,মজা করে অন্য ছেলের কথা বলে তাকে চেতাইছি অনেক
0700,Pabna,চা না কপি কুনডা বেশি পচন্দ,translate Pabna to Bangla: চা না কপি কুনডা বেশি পচন্দ,চা অথবা কফি কোনটা বেশি পছন্দ ?
0463,Chittagong,বার্সেলোনা ফুটবল ক্লাব ইবে বেশী জনপ্রিয়,translate Chittagong to Bangla: বার্সেলোনা ফুটবল ক্লাব ইবে বেশী জনপ্রিয়,বার্সেলোনা ফুটবল ক্লাব খুব জনপ্রিয়
0546,Mymensingh,তুই কি আমারে মহব্বত করস না?,translate Mymensingh to Bangla: তুই কি আমারে মহব্বত করস না?,তুমি কি আমায় ভালোবাসো না?
1786,Jashore,পেঁপে বাংলাদেশের একটি জনপ্রিয় ফল,translate Jashore to Bangla: পেঁপে বাংলাদেশের একটি জনপ্রিয় ফল,পেঁপে বাংলাদেশের একটি জনপ্রিয় ফল
0548,Jashore,সে গান গাতি পছন্দ করে,translate Jashore to Bangla: সে গান গাতি পছন্দ করে,সে গান গাইতে পছন্দ করে
0474,Barishal,মুই বাংলাদেশ ক্রিকেট দলরে সাপোর্ট হরি,translate Barishal to Bangla: মুই বাংলাদেশ ক্রিকেট দলরে সাপোর্ট হরি,আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি
0740,Mymensingh,তুমি রান্দন করতে পারো নি?,translate Mymensingh to Bangla: তুমি রান্দন করতে পারো নি?,তুমি রান্না করতে পারো ?
1794,Pabna,তুমি একক্ষেন বুকা মিয়ি,translate Pabna to Bangla: তুমি একক্ষেন বুকা মিয়ি,তুমি একটা বোকা মেয়ে
0567,Mymensingh,ফুটপাতত একলগে হাটতাছে তিন বেডি মানুষ,translate Mymensingh to Bangla: ফুটপাতত একলগে হাটতাছে তিন বেডি মানুষ,ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা
0507,Jashore,মেলা দিন আগে এক গ্রামে এক টুপি বিক্রতা ছিলেন,translate Jashore to Bangla: মেলা দিন আগে এক গ্রামে এক টুপি বিক্রতা ছিলেন,অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন
0675,Chittagong,আঁর সাম্পানত চড়ি বেরাইতে খুব বেশি গম লাগে,translate Chittagong to Bangla: আঁর সাম্পানত চড়ি বেরাইতে খুব বেশি গম লাগে,আমার নৌকায় ঘুরতে অনেক ভালো লাগে
2119,Pabna,তুমার বিয়িত্ত জীবন সুহের অইক,translate Pabna to Bangla: তুমার বিয়িত্ত জীবন সুহের অইক,তোমার বিবাহিত জীবন সুখের হোক
1083,Chittagong,কোনো আত্মীয় আঁর বাড়ি আঁইলে অঁনরার লগেও সম্পর্ক ছিডাই দিত,translate Chittagong to Bangla: কোনো আত্মীয় আঁর বাড়ি আঁইলে অঁনরার লগেও সম্পর্ক ছিডাই দিত,কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো
0744,Mymensingh,চাকরি করতে আর বালা লাগে না,translate Mymensingh to Bangla: চাকরি করতে আর বালা লাগে না,ঢাকায় আমার চাকরি হয়েছে
0739,Chittagong,এই দুনিয়াত আঁই বড় এহা,translate Chittagong to Bangla: এই দুনিয়াত আঁই বড় এহা,এই পৃথিবীতে আমি বড্ড একা
2451,Jashore,তুমি কি পড়াশুনা করতিছো?,translate Jashore to Bangla: তুমি কি পড়াশুনা করতিছো?,তুমি কি পড়াশোনা করছো?
0620,Noakhali,সব বাধা হার কইরা সফল অইতে অয়,translate Noakhali to Bangla: সব বাধা হার কইরা সফল অইতে অয়,সকল বাধা পেরিয়ে জীবনে সফল হতে হবে
0685,Barishal,ক্রিকেট খেলা তোমার কেমন লাগে?,translate Barishal to Bangla: ক্রিকেট খেলা তোমার কেমন লাগে?,ক্রিকেট খেলা তোমার কেমন লাগে?
0417,Pabna,চলো একটু দমশাইরি লেই,translate Pabna to Bangla: চলো একটু দমশাইরি লেই,চলো একটা বিরতি নেই
0512,Noakhali,এরহর থেইকা হেগো দুইজনে সবজি বাগানে গিয়া হেট ভইরা খাইত,translate Noakhali to Bangla: এরহর থেইকা হেগো দুইজনে সবজি বাগানে গিয়া হেট ভইরা খাইত,এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো
1438,Mymensingh,আমি তোমার লগে আছি,translate Mymensingh to Bangla: আমি তোমার লগে আছি,আমি তোমার পাশে আছি
0494,Barishal,মোর বুয়ায় মরে বেমালা ভালোপায়,translate Barishal to Bangla: মোর বুয়ায় মরে বেমালা ভালোপায়,আমার বড় বোন আমাকে অনেক ভালবাসে
2232,Jashore,দুইদিন ধরে আমার অনেক সর্দি-জ্বর,translate Jashore to Bangla: দুইদিন ধরে আমার অনেক সর্দি-জ্বর,দুইদিন ধরে আমার অনেক সর্দি-জ্বর
0718,Jashore,আজকে আবহাওয়টা অনেক সুন্দর,translate Jashore to Bangla: আজকে আবহাওয়টা অনেক সুন্দর,আজকের আবহাওয়টা অনেক সুন্দর
2162,Noakhali,আব্বু মান-সম্মানের ডরে মামলা করে নাই,translate Noakhali to Bangla: আব্বু মান-সম্মানের ডরে মামলা করে নাই,আব্বু মান সন্মানের ভয়ে মামলা করেননি
0092,Chittagong,মাইয়া পোয়া ইবে লাল শাড়ি পরি থিআাই থাইক্কে,translate Chittagong to Bangla: মাইয়া পোয়া ইবে লাল শাড়ি পরি থিআাই থাইক্কে,মেয়েটি লাল শাড়ি পড়ে দাড়িয়ে আছে
0968,Noakhali,আর হা ব্যাথা করতাছে,translate Noakhali to Bangla: আর হা ব্যাথা করতাছে,আমার পা ব্যাথা করছে
0863,Mymensingh,আব্বার কাছে আমার আম্মার নামে অনেক উল্টা পাল্টা কতা কয়,translate Mymensingh to Bangla: আব্বার কাছে আমার আম্মার নামে অনেক উল্টা পাল্টা কতা কয়,বাবার কাছে আমার মায়ের নামে অনেক উল্টা পল্টা কথা বলে
0054,Chittagong,আঁই আজিয়া বেইন্না ফুটবল খেইল্লি,translate Chittagong to Bangla: আঁই আজিয়া বেইন্না ফুটবল খেইল্লি,আমি আজকে সকালে ফুটবল খেলেছি
1101,Chittagong,এর ভিতুর অঘটন এক্বান ঘটি গেইয়ি,translate Chittagong to Bangla: এর ভিতুর অঘটন এক্বান ঘটি গেইয়ি,এরই মাঝে একটি অঘটন ঘটে গেলো
1249,Pabna,দয়া হইরি পরিচয় গোপন রাইকপ্যান,translate Pabna to Bangla: দয়া হইরি পরিচয় গোপন রাইকপ্যান,দয়া করে পরিচয় গোপন রাখবেন
1594,Jashore,সবার ভাষা এক রকম না,translate Jashore to Bangla: সবার ভাষা এক রকম না,সবার ভাষা এক রকমের নয়
1113,Jashore,এই কাহিনী পুরোটা শুনে আমি অবাক,translate Jashore to Bangla: এই কাহিনী পুরোটা শুনে আমি অবাক,এই কাহিনী পুরোটা শুনে আমি অবাক
1268,Mymensingh,আমি দেখছি সব সময় এমন কাম করেন যেডার লাইগ্যা হের পুত মেলা রাগ করে,translate Mymensingh to Bangla: আমি দেখছি সব সময় এমন কাম করেন যেডার লাইগ্যা হের পুত মেলা রাগ করে,আমি দেখেছি সব সময় এমন কাজ করেন যার জন্য উনার ছেলে অনেক রাগ করেন
1393,Rangpur,মুই তাক কখনো তার কোনো কাম নিয়া খোটা দেং নাই,translate Rangpur to Bangla: মুই তাক কখনো তার কোনো কাম নিয়া খোটা দেং নাই,আমি তাকে কখনো তার কোনো কাজ নিয়ে খোটা দেই নি
0687,Rangpur,মোর অনেক ভাল নাগে,translate Rangpur to Bangla: মোর অনেক ভাল নাগে,আমার অনেক ভালো লাগে
0040,Jashore,আমার বিদ্যালয়ে অনেক বন্ধু আছে,translate Jashore to Bangla: আমার বিদ্যালয়ে অনেক বন্ধু আছে,আমার বিদ্যালয়ে অনেক বন্ধু আছে
0177,Pabna,চল দুইজন আতদইরি হাটপো,translate Pabna to Bangla: চল দুইজন আতদইরি হাটপো,চল দুজনে হাত ধরে হারাবো
0350,Pabna,তুমার বন্দুরা আসলেই বালো মনের মানুষ,translate Pabna to Bangla: তুমার বন্দুরা আসলেই বালো মনের মানুষ,তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ
0113,Chittagong,যেত্তুন মাইয়া বুঝে তেত্তুন পোয়া বুঝে ন।,translate Chittagong to Bangla: যেত্তুন মাইয়া বুঝে তেত্তুন পোয়া বুঝে ন।,যখন মেয়ে বুঝে তখন ছেলে বুঝেনা
0693,Mymensingh,আমি রাইতে তোমার লগে সাগর পাড়ে খাড়ায়া থাকতে চাই,translate Mymensingh to Bangla: আমি রাইতে তোমার লগে সাগর পাড়ে খাড়ায়া থাকতে চাই,আমি তোমার সাথে রাতে সাগর পাড়ে দাঁড়ায় থাকতে চাই
0755,Barishal,কিন্তু কিছু মানুষ বেমালা ভালো,translate Barishal to Bangla: কিন্তু কিছু মানুষ বেমালা ভালো,কিন্তু কিছু মানুষ অনেক ভালো
1144,Mymensingh,আমি বুইঝা গেছি এই পোলারে ছাড়া আমি থাকবার পারতাম না,translate Mymensingh to Bangla: আমি বুইঝা গেছি এই পোলারে ছাড়া আমি থাকবার পারতাম না,আমি বুঝে গেছি ওই ছেলেকে ছাড়া আমি থাকতে পারব না
0952,Rangpur,সময় শ্যাষ হয়া গেইছে,translate Rangpur to Bangla: সময় শ্যাষ হয়া গেইছে,সময় শেষ হয়ে গেছে
0554,Jashore,তোমার কথা শুনে খুব ভালো লাগলো,translate Jashore to Bangla: তোমার কথা শুনে খুব ভালো লাগলো,তোমার কথা শুনে খুব ভালো লাগলো
1800,Rangpur,লাও দিয়া চিংড়ি মাছের ঝোল মোর খুব পিরিও তরকারি,translate Rangpur to Bangla: লাও দিয়া চিংড়ি মাছের ঝোল মোর খুব পিরিও তরকারি,লাউ দিয়ে চিংড়ি মাছের ঝোল আমার খুব প্রিয় তরকারি
0293,Pabna,সুয়ামীর ওবিযোগ বউ তার সংসারের দায়িত্ত পালন হরতেছে না,translate Pabna to Bangla: সুয়ামীর ওবিযোগ বউ তার সংসারের দায়িত্ত পালন হরতেছে না,স্বামীরে অভিযোগ স্ত্রী তার সংসারের দায়িত্ব পালন করছে না
0250,Chittagong,ওই ছোডো পোয়াডা কোন কিছুই হুনতো চায় ন তার লগে দেখা গরতো চায়।,translate Chittagong to Bangla: ওই ছোডো পোয়াডা কোন কিছুই হুনতো চায় ন তার লগে দেখা গরতো চায়।,ওই ছেলে কোন কিছুই শুনতে চায় না তার সাথে দেখা করতে চায়
0934,Barishal,মোরে হাচা কতা কন,translate Barishal to Bangla: মোরে হাচা কতা কন,আমাকে সত্যি কথা বলুন
1395,Rangpur,মুই মোর বিষয় সাইডত রাখি ওমাক সান্ত্বনা দিছং,translate Rangpur to Bangla: মুই মোর বিষয় সাইডত রাখি ওমাক সান্ত্বনা দিছং,আমি আমার বিষয় সাইডে রেখে তাকে সান্ত্বনা দিছি
1129,Chittagong,কিন্তু ফুয়া ইবে বঅত ভালা মানুষ কোনো নেশা ন গরে,translate Chittagong to Bangla: কিন্তু ফুয়া ইবে বঅত ভালা মানুষ কোনো নেশা ন গরে,কিন্তু ছেলেটা অনেক ভালো মানুষ কোনো নেশা নাই
0815,Chittagong,ইয়েনেতও লাভ ন অয়,translate Chittagong to Bangla: ইয়েনেতও লাভ ন অয়,এতে ও লাভ হলো না
1347,Noakhali,ডিসেম্বর মাসে হরিবাররে কয়,translate Noakhali to Bangla: ডিসেম্বর মাসে হরিবাররে কয়,ডিসেম্বর মাসে সে তার পরিবারকে জানায় আমার কথা
0118,Chittagong,ছেলেরা ভালবাসার অভিনয় গরত্তে গরত্তে যেত্তুন সত্তি সত্তি ভালবাইসি ফেলায় তারা হেইয়া নিজেও জানে ন।,translate Chittagong to Bangla: ছেলেরা ভালবাসার অভিনয় গরত্তে গরত্তে যেত্তুন সত্তি সত্তি ভালবাইসি ফেলায় তারা হেইয়া নিজেও জানে ন।,ছেলেরা ভালোবাসার অভিনয় করতে করতে যে কখন সত্যি সত্যি ভালোবেসে ফেলে তারা তা নিজেও জানেনা
0361,Barishal,বউরে ভালোবাসতে শেখেন কিন্তু বউ কার হেইডা দেহার বিষয় না,translate Barishal to Bangla: বউরে ভালোবাসতে শেখেন কিন্তু বউ কার হেইডা দেহার বিষয় না,"বউকে ভালোবাসতে শিখুন, কিন্তু কার বউ সেটা দেখার বিষয় না"
0781,Pabna,বেশী কতা আমার পচন্দ ল,translate Pabna to Bangla: বেশী কতা আমার পচন্দ ল,বেশী কথা আমার পছন্দ না
1002,Rangpur,এক পর্যায়োত আবারো বাড়িত জানানো হয়,translate Rangpur to Bangla: এক পর্যায়োত আবারো বাড়িত জানানো হয়,এক পর্যায়ে আবারো বাড়িতে জানানো হয়
0616,Noakhali,বাইরে মেলা গরম,translate Noakhali to Bangla: বাইরে মেলা গরম,বাহিরে প্রচুর গরম পড়েছে
0825,Noakhali,এক্কানা খাই এত কথা কই দিলা,translate Noakhali to Bangla: এক্কানা খাই এত কথা কই দিলা,এক চামচ খেয়েই এতো কথা বলে দিলা
1292,Barishal,মোর জামাইডা এইসব লইয়া কইতে কিছু গেলে হে মনে হরে বউ পোলার হইয়া গেছে,translate Barishal to Bangla: মোর জামাইডা এইসব লইয়া কইতে কিছু গেলে হে মনে হরে বউ পোলার হইয়া গেছে,আমার স্বামী এসব নিয়ে কিছু বলতে গেলে উনি মনে করেন বউ ছেলের হয়ে গেছে
1470,Barishal,মোর স্বামীর বেমাল ভালো,translate Barishal to Bangla: মোর স্বামীর বেমাল ভালো,আমার স্বামী ভালো অনেক
1174,Barishal,মোর বউ মোর চাইতে বয়সে ৮ বছরের ছোডো,translate Barishal to Bangla: মোর বউ মোর চাইতে বয়সে ৮ বছরের ছোডো,আমার স্ত্রী আমার থেকে বয়সে ৮ বছরের ছোট
0659,Barishal,মুই পড়ালেহায় কাচা,translate Barishal to Bangla: মুই পড়ালেহায় কাচা,আমি পড়াশোনায় কাঁচা
0072,Barishal,মাথায় বেমালা ব্যথা হরছেলে,translate Barishal to Bangla: মাথায় বেমালা ব্যথা হরছেলে,প্রচণ্ড মাথা ব্যথা করছিলো
1486,Barishal,মোর নানায় অসুস্থ,translate Barishal to Bangla: মোর নানায় অসুস্থ,আমার নানা অসুস্থ
0264,Jashore,কিন্তু তুমি এখন এতোই ভালো আছো যে আমি সেটা মানতে পারছি না,translate Jashore to Bangla: কিন্তু তুমি এখন এতোই ভালো আছো যে আমি সেটা মানতে পারছি না,কিন্তু তুমি এখন এতোই ভালো আছো যে আমি সেটা মানতে পারছি না
1061,Mymensingh,আমি কইয়াম আপনে তালাকের রাস্তা ধরুইন,translate Mymensingh to Bangla: আমি কইয়াম আপনে তালাকের রাস্তা ধরুইন,আমি বলব আপনি বিবাহবিচ্ছেদ পথ বেছে নেন
0736,Barishal,মোর বিয়ার দাওয়াত রইলো,translate Barishal to Bangla: মোর বিয়ার দাওয়াত রইলো,আমার বিয়েতে দাওয়াত রইলো
2349,Noakhali,ফেসবুকে হের একজনের লগে সম্হর্ক অইছে,translate Noakhali to Bangla: ফেসবুকে হের একজনের লগে সম্হর্ক অইছে,ফেসবুকে তার একজনের সাথে সম্পর্ক হয়
0364,Mymensingh,"যখন ভাবি তুই ছাড়া আমার জিন্দেগী আন্ধার, ঠিক হেই সময় কারেন্ট চইলা যায়","translate Mymensingh to Bangla: যখন ভাবি তুই ছাড়া আমার জিন্দেগী আন্ধার, ঠিক হেই সময় কারেন্ট চইলা যায়","যখন ভাবি তুমি ছাড়া আমার জীবনটা অন্ধকার, ঠিক তখনই কারেন্ট চলে আসে"
1053,Barishal,আম্মে থানায় যাইয়া এউক্কা মামলা হরেন।,translate Barishal to Bangla: আম্মে থানায় যাইয়া এউক্কা মামলা হরেন।,আপনি থানায় গিয়ে একটা মামলা করেন
1006,Noakhali,এমনকি আর আব্বু আম্মুর সামনে আইলেও সালামও দেয় না,translate Noakhali to Bangla: এমনকি আর আব্বু আম্মুর সামনে আইলেও সালামও দেয় না,এমন কি আমার বাবা মা সামনে আসলে সালাম পর্যন্ত দেয়না
0504,Chittagong,প্রতিদিন বেইন্নে লেহাপড়া শুরু গরিলে গম অয়।,translate Chittagong to Bangla: প্রতিদিন বেইন্নে লেহাপড়া শুরু গরিলে গম অয়।,সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়
0723,Chittagong,আঁর মা আঁরে ভালোবাসে,translate Chittagong to Bangla: আঁর মা আঁরে ভালোবাসে,আমার মা আমাকে ভালবাসে
0591,Chittagong,বেগ্গিন এক লগে গরন সম্ভব নঁ,translate Chittagong to Bangla: বেগ্গিন এক লগে গরন সম্ভব নঁ,সবকিছু একসাথে করা সম্ভব না
0722,Chittagong,শীতর বেয়ান বেশি সোন্দর,translate Chittagong to Bangla: শীতর বেয়ান বেশি সোন্দর,শীতের সকাল অনেক সুন্দর
1776,Rangpur,প্রত্যেকদিন অন্তত একখান করি পেয়ারা খাবার পাইলে পাবার পারেন মেলা উপকার,translate Rangpur to Bangla: প্রত্যেকদিন অন্তত একখান করি পেয়ারা খাবার পাইলে পাবার পারেন মেলা উপকার,প্রতিদিন অন্তত একটি পেয়ারা করে খেলে পেতে পারেন অনেক উপকার
0055,Chittagong,আঁই তোঁয়ার মনর হতা ন বুঝি,translate Chittagong to Bangla: আঁই তোঁয়ার মনর হতা ন বুঝি,আমি তোমার মনের কথা বুঝি না
1393,Barishal,মুই কহনো হের কোনো কাম নিয়া খোটা দেই নাই,translate Barishal to Bangla: মুই কহনো হের কোনো কাম নিয়া খোটা দেই নাই,আমি তাকে কখনো তার কোনো কাজ নিয়ে খোটা দেই নি
1336,Barishal,মোর সম্পর্কের ৪ বছর হইতে চললো,translate Barishal to Bangla: মোর সম্পর্কের ৪ বছর হইতে চললো,আমার সম্পর্কের ৪ বছর হতে চলল
0988,Chittagong,যেত্তে বাড়িত জানাই এত্তে বউত ডইল্লে হতা অইয়ি,translate Chittagong to Bangla: যেত্তে বাড়িত জানাই এত্তে বউত ডইল্লে হতা অইয়ি,যখন বাড়ীতে জানাই তখন নানা রকম কথা হয়
0554,Mymensingh,তোর কতা হুইন্যা মেলা বালা লাগলো,translate Mymensingh to Bangla: তোর কতা হুইন্যা মেলা বালা লাগলো,তোমার কথা শুনে খুব ভালো লাগলো
2176,Pabna,আমারে ইলাকায় কিরাসিন ত্যালের দাম বাইড়ি গেছে,translate Pabna to Bangla: আমারে ইলাকায় কিরাসিন ত্যালের দাম বাইড়ি গেছে,আমাদের এলাকায় কেরোসিন তেলের দাম বেড়ে গেছে
1741,Rangpur,এই মুগ্ধতায় বিভোর থাকবার চাই সারা জীবন,translate Rangpur to Bangla: এই মুগ্ধতায় বিভোর থাকবার চাই সারা জীবন,এই মুগ্ধতায় বিভোর থাকতে চাই আমি আজীবন
1253,Barishal,মুই নিজেই বেমালা মাইনাসেরে গ্গানবুদ্দি দিছি,translate Barishal to Bangla: মুই নিজেই বেমালা মাইনাসেরে গ্গানবুদ্দি দিছি,আমি নিজেই অনেক জনকে উপদেশ দিয়েছি
0315,Jashore,কিছু পাইতে হলে কিছু ছাড়তে হবে,translate Jashore to Bangla: কিছু পাইতে হলে কিছু ছাড়তে হবে,কিছু পাইতে হলে কিছু ছাড়তে হবে
1021,Barishal,এইসব সমেস্যার সমাধান কই পামু?,translate Barishal to Bangla: এইসব সমেস্যার সমাধান কই পামু?,এসব সমস্যার সমাধান কোথায় পাবো
0592,Noakhali,তুই বিয়া করস না কেন?,translate Noakhali to Bangla: তুই বিয়া করস না কেন?,তুমি বিয়ে করছো না কেন?
0936,Barishal,আম্মে ঘুম দিয়া উটতে চান না,translate Barishal to Bangla: আম্মে ঘুম দিয়া উটতে চান না,আপনি ঘুম থেকে উঠতে চান না
0562,Chittagong,হালা কুঁত্তাও ঘাসর মইধ্যেদ্দি দঁওড়ের।,translate Chittagong to Bangla: হালা কুঁত্তাও ঘাসর মইধ্যেদ্দি দঁওড়ের।,কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে
2149,Noakhali,আর হাত খরচের টেকা আর আব্বু দেয়,translate Noakhali to Bangla: আর হাত খরচের টেকা আর আব্বু দেয়,আমার হাত খরচের টাকা আমার আব্বু দেয়
0718,Chittagong,আইজ্জ্যার আবহাওয়া গান বেশি সুন্দর,translate Chittagong to Bangla: আইজ্জ্যার আবহাওয়া গান বেশি সুন্দর,আজকের আবহাওয়টা অনেক সুন্দর
2259,Pabna,দুইফরের রোইদে আমি কালো অইয়া গেছি,translate Pabna to Bangla: দুইফরের রোইদে আমি কালো অইয়া গেছি,দুপুরের রোদে আমি কালো হয়ে গেছি
0877,Pabna,আমার আব্বা আগে নিশা হইরতো,translate Pabna to Bangla: আমার আব্বা আগে নিশা হইরতো,আমার আব্বু আগে নেশায় আসক্ত ছিল
1398,Barishal,ও মোর লগে এইডা করছে মুইও ওর লগে এইডা করমু,translate Barishal to Bangla: ও মোর লগে এইডা করছে মুইও ওর লগে এইডা করমু,ও আমার সাথে এটা করছে আমিও ওর সাথে এটা করবো
1094,Chittagong,বয়স আঁর তখন ১৬ বছর অইছিল,translate Chittagong to Bangla: বয়স আঁর তখন ১৬ বছর অইছিল,বয়স আমার তখন ১৬ তে পড়লো
1483,Jashore,পানি দিয়া মুছা দিয়া দিছি,translate Jashore to Bangla: পানি দিয়া মুছা দিয়া দিছি,পানি দিয়ে মুছে দেওয়া হয়েছে
0225,Chittagong,বাদ্দি হদুন মানুষ ফোনত হতা হর,translate Chittagong to Bangla: বাদ্দি হদুন মানুষ ফোনত হতা হর,বাইরে বেশ কিছু মানুষ ঘুরে বেড়াচ্ছে
1828,Jashore,দাদা নারকেল পানি পছন্দ করে,translate Jashore to Bangla: দাদা নারকেল পানি পছন্দ করে,দাদু নারিকেল পানি পছন্দ করে
0087,Pabna,তাগরে গালি দেওয়ার সুযোগ হইরি দেন,translate Pabna to Bangla: তাগরে গালি দেওয়ার সুযোগ হইরি দেন,তাদেরকে গালি দেওয়ার সুযোগ করে দিন
2309,Rangpur,মুই নাচবার পারো,translate Rangpur to Bangla: মুই নাচবার পারো,আমি নাচতে পারি
1369,Jashore,ওই লোক যদি আমার বোনের কোনো ক্ষতি করে,translate Jashore to Bangla: ওই লোক যদি আমার বোনের কোনো ক্ষতি করে,ঐ লোক যদি আমার বোনের কোনো ক্ষতি করে
0946,Rangpur,মুই তাক দেখবার পানু,translate Rangpur to Bangla: মুই তাক দেখবার পানু,আমি তাকে দখতে পেলাম
0589,Mymensingh,হের থেইক্যা আমি দেহবার সুন্দর,translate Mymensingh to Bangla: হের থেইক্যা আমি দেহবার সুন্দর,তার চেয়ে আমি দেখতে সুন্দর
0976,Barishal,মোর খিদা লাগছে,translate Barishal to Bangla: মোর খিদা লাগছে,আমার খিদে পাচ্ছে
1398,Pabna,ও আমার সাতে এডা হরছে আমিও উর সাতে এডাই হরবো,translate Pabna to Bangla: ও আমার সাতে এডা হরছে আমিও উর সাতে এডাই হরবো,ও আমার সাথে এটা করছে আমিও ওর সাথে এটা করবো
1549,Pabna,সে অয়তো পড়ার জন্যি লেছে,translate Pabna to Bangla: সে অয়তো পড়ার জন্যি লেছে,সে হয়তো পড়ার জন্যই নিয়েছে
1050,Chittagong,এক্কান মানুষ কী এমনি এমনি হারাপ অয় নে কইন চাই।,translate Chittagong to Bangla: এক্কান মানুষ কী এমনি এমনি হারাপ অয় নে কইন চাই।,একজন মানুষ কি এমনি এমনি খারাপ হয় বলেন
0428,Noakhali,আনেগো কি এই হ্রশ্নডার জবাব দিতে হারেন?,translate Noakhali to Bangla: আনেগো কি এই হ্রশ্নডার জবাব দিতে হারেন?,আপনি কি এই প্রশ্নের জবাব দিতে পারবেন?
0747,Rangpur,মোর মাওয়ের আন্দন মেলা মজা,translate Rangpur to Bangla: মোর মাওয়ের আন্দন মেলা মজা,আমার মায়ের রান্না অনেক মজার
0963,Rangpur,মোর হাতটা ধরেন,translate Rangpur to Bangla: মোর হাতটা ধরেন,আমার হাতটা ধরুন
0699,Mymensingh,তুমি কি কিসসা-কাহিনী লেখো?,translate Mymensingh to Bangla: তুমি কি কিসসা-কাহিনী লেখো?,তুমি কি গল্প লেখো ?
0443,Jashore,তুই আমার সঙ্গে কি ছবি তুলতে পারবি?,translate Jashore to Bangla: তুই আমার সঙ্গে কি ছবি তুলতে পারবি?,তুই আমার সঙ্গে কী ছবি তোলতে পারবি?
1672,Pabna,এই সিন্দুকের বিতর কি আছে?,translate Pabna to Bangla: এই সিন্দুকের বিতর কি আছে?,এই সিন্দুকের ভেতরে কী আছে?
0968,Chittagong,আঁর ঠ্যাং ব্যাথা গরের,translate Chittagong to Bangla: আঁর ঠ্যাং ব্যাথা গরের,আমার পা ব্যাথা করছে
0191,Chittagong,"একদিন হয়তো পৃথিবীর মায়া কাটাইয়েরে চলি যামু ফরফারে,","translate Chittagong to Bangla: একদিন হয়তো পৃথিবীর মায়া কাটাইয়েরে চলি যামু ফরফারে,",একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে
0957,Chittagong,আঁই ফিরি আঁইচ্ছি,translate Chittagong to Bangla: আঁই ফিরি আঁইচ্ছি,আমি ফিরে এলাম
0781,Mymensingh,বেশি কতা আমার পছন্দ না,translate Mymensingh to Bangla: বেশি কতা আমার পছন্দ না,বেশী কথা আমার পছন্দ না
0807,Rangpur,দ্বিতীয় বিয়াত মুই কল্পনা চাইতেও বেশি সুখী,translate Rangpur to Bangla: দ্বিতীয় বিয়াত মুই কল্পনা চাইতেও বেশি সুখী,দ্বিতীয় বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী
1368,Pabna,যদিআমি জাইনি গিছি শুইনি আমরা ক্ষতি হরার চিষ্টা হরে,translate Pabna to Bangla: যদিআমি জাইনি গিছি শুইনি আমরা ক্ষতি হরার চিষ্টা হরে,যদি আমি জেনে গেছি শুনে আমার ক্ষতি করার চেষ্টা করে
1021,Barishal,এইসব সমেস্যার সমাধান কই পামু?,translate Barishal to Bangla: এইসব সমেস্যার সমাধান কই পামু?,এসব সমস্যার সমাধান কোথায় পাবো
1440,Mymensingh,"মাঝে মাঝে ঝগড়া অইতো, কিন্তু ওইদিনই ঠিক অইয়া যাইতো","translate Mymensingh to Bangla: মাঝে মাঝে ঝগড়া অইতো, কিন্তু ওইদিনই ঠিক অইয়া যাইতো",ঝে মাঝে ঝগড়া হতো কিন্তু সেইদিনই সব ঠিক হয়ে যাইতো
